technique_id,type,item_id,item_name,item_description
TFA-T-5007,detection,TFA-D-5014,Self-Censorship Behaviour,Target stops seeking help or being honest in communications due to monitoring fear.
TFA-T-5008,mitigation,TFA-M-5015,Alternative Resource Access,Memorise key helpline numbers. Use mobile data or public computers to access blocked resources.
TFA-T-5008,mitigation,TFA-M-5016,Network Blocking Bypass,"Use mobile data, change DNS settings, or use VPN to bypass network-level blocking."
TFA-T-5008,detection,TFA-D-5015,Support Website Inaccessibility,Support resources inaccessible on home network but work on mobile data.
TFA-T-5008,detection,TFA-D-5016,Support Contact Removal,Helpline numbers or support bookmarks removed from devices without user action.
TFA-T-5009,mitigation,TFA-M-5017,Document Duplication,Obtain copies of critical identity documents. Store in adversary-inaccessible location.
TFA-T-5009,mitigation,TFA-M-5018,Government Portal Security,Secure access to government portals under sole-controlled credentials.
TFA-T-5009,detection,TFA-D-5017,Document Access Denial,Cannot access digital identity documents due to adversary-controlled storage.
TFA-T-5009,detection,TFA-D-5018,Document Relocation,"Digital documents moved, deleted, or password-protected without user action."
TFA-T-5010,mitigation,TFA-M-5019,Forwarding Rule Audit,Check email settings for unauthorised forwarding rules and filters.
TFA-T-5010,mitigation,TFA-M-5020,Call Forwarding Check,Check phone settings and carrier account for call forwarding configurations.
TFA-T-5010,detection,TFA-D-5019,Missing Expected Communications,"Emails, messages, or calls that senders confirm were sent but never received."
TFA-T-5010,detection,TFA-D-5020,Forwarding Discovery,Audit reveals email forwarding or call forwarding to unknown destinations.
TFA-T-6001,mitigation,TFA-M-6001,Financial Account Security Reset,"Change passwords, enable MFA, remove adversary as authorised user on individual accounts."
TFA-T-6001,mitigation,TFA-M-6002,Financial Counselling,Contact financial counsellor experienced in DFV situations for guidance.
TFA-T-6001,mitigation,TFA-M-6003,Emergency Financial Access,Maintain separate emergency fund in adversary-unknown account.
TFA-T-6001,detection,TFA-D-6001,Financial Account Lockout,Unable to access financial accounts using previously valid credentials.
TFA-T-6001,detection,TFA-D-6002,Authorised User Removal,Notification of removal from shared financial accounts.
TFA-T-6002,mitigation,TFA-M-6004,Separate Transaction Account,Open individual account at different institution for sensitive transactions.
TFA-T-6002,mitigation,TFA-M-6005,Untraceable Payment Methods,Use cash or prepaid cards for purchases to keep private.
TFA-T-6002,detection,TFA-D-6003,Transaction Knowledge,"Adversary references specific purchases, amounts, or merchants from bank transactions."
TFA-T-6002,detection,TFA-D-6004,Unauthorised Alert Configuration,Transaction alerts configured to adversary's contact information.
TFA-T-6003,mitigation,TFA-M-6006,Independent Financial Access,"Establish independent financial access: personal account, credit card, superannuation access."
TFA-T-6003,mitigation,TFA-M-6007,Legal Financial Advice,Consult lawyer about financial rights and emergency relief options.
TFA-T-6003,detection,TFA-D-6005,Unexplained Transaction Declines,"Card declined despite available funds, or daily limits reduced without consent."
TFA-T-6003,detection,TFA-D-6006,Spending Approval Requirements,Spending limits or approval requirements enabled without user action.
TFA-T-6004,mitigation,TFA-M-6008,Transaction Alert Configuration,Enable real-time transaction alerts on all financial accounts.
TFA-T-6004,mitigation,TFA-M-6009,Fraud Reporting,Report unauthorised transactions to financial institution and police.
TFA-T-6004,detection,TFA-D-6007,Unrecognised Transactions,Transactions appearing on accounts not authorised by account holder.
TFA-T-6004,detection,TFA-D-6008,Balance Discrepancies,Account balances lower than expected or funds moved without knowledge.
TFA-T-6005,mitigation,TFA-M-6010,Coerced Debt Legal Advice,Consult about coerced debt pathways. Debts incurred under duress may be dischargeable.
TFA-T-6005,mitigation,TFA-M-6011,Coercion Documentation,Document coercion circumstances for legal proceedings.
TFA-T-6005,detection,TFA-D-6009,Financial Coercion,"Threats, intimidation, or manipulation to make transactions or take on debt."
TFA-T-6005,detection,TFA-D-6010,Duress Debt Accumulation,Increasing debt from pressured financial decisions.
TFA-T-6006,mitigation,TFA-M-6012,Investment Verification,Verify investment opportunities independently through regulatory body resources.
TFA-T-6006,mitigation,TFA-M-6013,Fraud Reporting,Report suspected investment fraud to consumer protection and cyber security agencies.
TFA-T-6006,detection,TFA-D-6011,Pressure to Invest in Unverified Platforms,Urged to invest on unfamiliar platforms that cannot be independently verified.
TFA-T-6006,detection,TFA-D-6012,Withdrawal Inability,Invested funds cannot be withdrawn from platform.
TFA-T-6007,mitigation,TFA-M-6014,Payment Destination Security,Ensure all payments directed to sole-controlled account. Update payment details with agencies and employers.
TFA-T-6007,mitigation,TFA-M-6015,Mail Redirection Check,Verify no mail redirection configured without knowledge.
TFA-T-6007,detection,TFA-D-6013,Missing Expected Payments,"Government benefits, salary, or other payments not arriving in expected accounts."
TFA-T-6007,detection,TFA-D-6014,Payment Detail Changes,Direct deposit information changed without authorisation.
TFA-T-6008,mitigation,TFA-M-6016,Credit Monitoring,Set up credit monitoring. Request credit reports from all reporting bodies.
TFA-T-6008,mitigation,TFA-M-6017,Credit Ban,Place credit ban to prevent new applications. Available free for DFV victims.
TFA-T-6008,mitigation,TFA-M-6018,Identity Theft Report,Report identity theft to national identity support service.
TFA-T-6008,detection,TFA-D-6015,Unknown Credit Activity,Credit report shows accounts or enquiries not initiated by owner.
TFA-T-6008,detection,TFA-D-6016,Unknown Service Bills,Bills or collection notices for services never subscribed to.
TFA-T-6009,mitigation,TFA-M-6019,Smart Home Account Control,Transfer all smart home device accounts to sole control. Factory reset and reconfigure.
TFA-T-6009,mitigation,TFA-M-6020,Manual Override Capability,Ensure manual overrides available for all smart home-controlled utilities.
TFA-T-6009,detection,TFA-D-6017,Remote Utility Control,"Heating, cooling, lighting, or locks changing without user action."
TFA-T-6009,detection,TFA-D-6018,Manipulation-Reflective Utility Bills,Unusual utility bills resulting from remote environmental manipulation.
TFA-T-6010,mitigation,TFA-M-6021,Employer Notification,Inform employer about potential for adversary workplace contact if safe to do so.
TFA-T-6010,mitigation,TFA-M-6022,Professional Account Security,Secure professional accounts with strong credentials and MFA.
TFA-T-6010,detection,TFA-D-6019,Workplace Interference,Employer or colleagues report contact from adversary about target.
TFA-T-6010,detection,TFA-D-6020,Application Interference,Job applications unsuccessful potentially due to adversary contact with prospective employers.
TFA-T-6011,mitigation,TFA-M-6023,Individual Account Registration,Register essential services under own name and billing.
TFA-T-6011,mitigation,TFA-M-6024,Service Provider DFV Support,Request DFV support pathway from service providers for expedited account changes.
TFA-T-6011,detection,TFA-D-6021,Essential Service Cancellation,"Phone, internet, insurance, or utilities cancelled without knowledge or consent."
TFA-T-6011,detection,TFA-D-6022,Unauthorised Service Changes,Service plans modified or features removed without notification.
TFA-T-7001,mitigation,TFA-M-7001,Comprehensive Location Security,"Disable all location sharing, remove trackers, secure location-revealing accounts, vary routines."
TFA-T-7001,mitigation,TFA-M-7002,Safety Planning,Develop comprehensive safety plan with support service addressing technology-enabled tracking.
TFA-T-7001,mitigation,TFA-M-7003,Law Enforcement Report,Report stalking and tracking to police. Apply for intervention order with technology-specific conditions.
TFA-T-7001,detection,TFA-D-7001,Location Interception,Adversary appears at locations not disclosed to them.
TFA-T-7001,detection,TFA-D-7002,Location-Referencing Threats,Threats that reference specific location or recent movements.
TFA-T-7002,mitigation,TFA-M-7004,Safe Location Digital Hygiene,Disable location services. Strip metadata from images. Avoid tagging safe location digitally.
TFA-T-7002,mitigation,TFA-M-7005,Secure Communication from Safe Location,Use new device and accounts. Only communicate location to those who must know via secure channels.
TFA-T-7002,detection,TFA-D-7003,Safe Location Discovery,Adversary appears near or references safe location. Immediate safety emergency.
TFA-T-7002,detection,TFA-D-7004,Photo Metadata Exposure,Shared photos contain GPS coordinates revealing safe location.
TFA-T-7003,mitigation,TFA-M-7006,Route Variation,"Vary routes, departure times, and transport methods."
TFA-T-7003,mitigation,TFA-M-7007,Appointment Security,Keep appointments off monitored calendars. Arrange support person accompaniment.
TFA-T-7003,detection,TFA-D-7005,Route Interception,Adversary appearing along travel route or at destinations.
TFA-T-7003,detection,TFA-D-7006,Travel Knowledge Indicators,Adversary demonstrates knowledge of travel plans before arrival.
TFA-T-7004,mitigation,TFA-M-7008,Smart Lock Security Reset,Change all smart lock credentials. Remove adversary access. Replace with traditional locks if needed.
TFA-T-7004,mitigation,TFA-M-7009,Lock Replacement Post-Separation,Change all locks after separation. Most jurisdictions require landlords to do this for DFV situations.
TFA-T-7004,detection,TFA-D-7007,Lock Behaviour Anomalies,Smart locks engaging or disengaging unexpectedly. Access codes no longer working.
TFA-T-7004,detection,TFA-D-7008,Physical Access Control,Locked inside or outside home due to remote lock manipulation. Safety emergency.
TFA-T-7005,mitigation,TFA-M-7010,Connected Car Account Security,Change connected car credentials. Remove adversary from vehicle account access.
TFA-T-7005,mitigation,TFA-M-7011,Vehicle Safety Inspection,Have mechanic inspect for tracking devices and tampering. Check OBD-II port.
TFA-T-7005,detection,TFA-D-7009,Remote Vehicle Control,"Vehicle functions activating without user action — horn, lights, locks, engine."
TFA-T-7005,detection,TFA-D-7010,Connected Car Access Alerts,Notifications showing adversary's device accessing vehicle features.
TFA-T-7006,mitigation,TFA-M-7012,IoT Device Audit and Reset,Audit all smart home devices. Factory reset and reconfigure under sole-controlled account.
TFA-T-7006,mitigation,TFA-M-7013,Network Security,Change Wi-Fi passwords. Remove adversary access to router admin.
TFA-T-7006,detection,TFA-D-7011,Unexplained Device Activation,"Smart home devices activating without user command — alarms, lights, speakers, TV."
TFA-T-7006,detection,TFA-D-7012,Environmental Manipulation,Temperature or comfort settings changed remotely to create discomfort.
TFA-T-7007,mitigation,TFA-M-7014,Medical Device Security Review,Inform healthcare provider of DFV situation. Request security review of connected medical devices.
TFA-T-7007,mitigation,TFA-M-7015,Health Record Access Control,Restrict health record access. Change patient portal credentials. Remove adversary as authorised contact.
TFA-T-7007,detection,TFA-D-7013,Medical Device Setting Changes,Connected medical device settings changed without user action. Contact healthcare provider immediately.
TFA-T-7007,detection,TFA-D-7014,Health Data Access Indicators,Adversary demonstrates knowledge of health information they should not have access to.
TFA-T-7008,mitigation,TFA-M-7016,Anti-Stalking Strategy,Develop comprehensive anti-stalking safety plan with police and support service.
TFA-T-7008,mitigation,TFA-M-7017,Stalking Evidence Documentation,Maintain detailed stalking log documenting every incident. Use stalking documentation tools.
TFA-T-7008,detection,TFA-D-7015,Repeated Unexplained Appearances,Adversary repeatedly appears at different locations at varied times.
TFA-T-7008,detection,TFA-D-7016,Coordinated Surveillance Evidence,Evidence adversary involved others in surveillance or uses multiple tracking methods.
TFA-T-7009,mitigation,TFA-M-7018,Law Enforcement False Report Briefing,Inform police of false report risk. Request address flagging.
TFA-T-7009,mitigation,TFA-M-7019,False Report Legal Response,Report false emergency calls as criminal offences. Gather evidence reports are fabricated.
TFA-T-7009,detection,TFA-D-7017,Unrequested Authority Visits,Authorities arrive based on reports not made by target.
TFA-T-7009,detection,TFA-D-7018,False Report Pattern,Learning false reports filed against target by adversary or associates.
TFA-T-7010,mitigation,TFA-M-7020,Co-Parenting App Boundaries,Use court-approved co-parenting apps for documented communication.
TFA-T-7010,mitigation,TFA-M-7021,Children's Device Security,Audit children's devices for monitoring. Manage parental controls.
TFA-T-7010,mitigation,TFA-M-7022,Legal Tech Abuse Documentation,Document technology abuse through custody arrangements for family court.
TFA-T-7010,detection,TFA-D-7019,Excessive Location Monitoring,Adversary checking children's location more than reasonably required.
TFA-T-7010,detection,TFA-D-7020,Co-Parenting App Misuse,Co-parenting apps used for hostile messages rather than genuine co-parenting.
TFA-T-7010,detection,TFA-D-7021,Children's Device Surveillance,Monitoring software on children's devices enabling household surveillance.
